Subject_ID,Age,Gender,Skill_Level,Hand_Dominance,Stroke_Type,Trial_ID,Surface_Type,Coating_Roughness_nm,Friction_Coefficient,Sweat_Level,Temperature_C,Humidity_%,Grip_Force_Mean,Grip_Force_SD,Peak_Grip_Force,Pressure_Distribution_Index,Contact_Area_cm2,EMG_Flexor_RMS,EMG_Extensor_RMS,Muscle_Fatigue_Index,Impact_Force_N,Vibration_Peak,Vibration_Frequency_Hz,Shock_Transmission_Index,Grip_Stability_Score,Slip_Event,Injury_Risk_Level
P0013,20,Male,Pro,Left,Forehand,5,Coated,144.6102213649918,0.7036562763501881,Dry,20.648004512836252,68.07422831661594,280.5830295514545,8.759538189050096,307.2321263010576,0.7968996825917015,23.728891263836953,0.40395757480885697,0.44873459636672197,34.471704879420884,261.58384246691065,19.39249093346456,100.59268843863019,0.6728051482325561,96.50345083009788,1,High
P0014,39,Female,Intermediate,Right,Serve,5,Coated,111.05787460153452,0.6522077294045585,High,33.288102759688755,53.244247129132596,284.86381014302606,8.038577712508303,239.22525875181324,0.8585165165002484,19.46807113614529,0.42005116948654064,0.5501583787225752,13.561327732130142,326.3609889422137,11.490931668014792,129.738196325113,0.5718630264261647,77.56812710447541,1,Low
P0015,38,Male,Beginner,Right,Forehand,2,Non-Coated,114.53217483523638,0.6043881917394023,High,21.89966963306512,72.16155013304834,262.6043190320498,9.968499522508548,233.21408287763865,0.7858750004401094,16.309867425626095,0.6233520943198972,0.4728208251830306,18.61542716673222,293.40807047280754,12.0988521590969,94.10560437746946,0.3249298232500537,77.20566775868305,1,Low
P0016,19,Male,Beginner,Left,Backhand,5,Coated,51.317486985425624,0.7853227542051253,High,20.032401561860027,61.97708245381807,204.11264641768122,17.716930811481454,323.9138416791179,0.8207807036704879,27.381496971897917,0.4089343757586794,0.5967781624014648,35.4586634347655,300.80521324092865,17.37123532058237,127.83990181146723,0.38107788588692504,60.9237693877217,1,Medium
P0017,29,Female,Beginner,Right,Forehand,5,Non-Coated,92.1641941880291,0.5590254301499544,Dry,22.683707955695205,40.2668280459523,203.4026057592836,13.0866905419211,258.558377735429,0.6363809391155324,15.991081692376827,0.35118190156741447,0.4100611195442637,42.030820424552395,267.140390844942,11.567373307757906,183.46648522920975,0.3016886998229861,97.4862731813794,0,Low
P0018,23,Female,Beginner,Left,Forehand,1,Coated,137.54309466954663,0.7074985255094792,Moderate,32.35814262646406,63.84128532174175,285.76352968285846,15.156568312213135,286.30200836076176,0.6339660043971922,24.475548525392007,0.26519159404355064,0.22150529651812986,17.680099864945753,318.8133575322475,15.946200247761121,124.74945870238895,0.5420468014067448,65.220456706708,0,Low
P0019,19,Female,Intermediate,Left,Serve,4,Coated,66.500081985379,0.7425426371285284,High,32.04071124140153,72.55939622752727,193.58824626207306,26.890830187233163,282.73932085493254,0.8978292649869587,29.827419194992153,0.5374196579452264,0.2643434577430726,38.07728858293673,350.4227199966007,10.420799062265282,141.696556977138,0.31867337329276724,78.026765263854,1,High
P0020,38,Male,Beginner,Left,Backhand,5,Non-Coated,126.71993148481444,0.6689246138081161,High,25.101983162651766,40.69418298456604,262.3285036930172,33.89704390769725,287.7750233679528,0.6172654512777075,16.314287572095147,0.24210196685379692,0.4353730647874855,44.819010142932356,363.93262742358866,18.02656600086926,174.6969031787209,0.48565013378686184,84.00174977370241,0,High
P0021,18,Male,Pro,Right,Forehand,5,Coated,114.32808743843351,0.812436211546252,High,30.02046375889778,71.06801680540788,244.02082068440944,13.582947761540877,210.4259641199741,0.6995049873275538,18.3019776592937,0.23059112843018653,0.3390914156230574,14.7122057150615,354.30803297199657,20.900480113444708,141.9169924243222,0.6197340427733451,99.74875931756286,0,High
P0022,29,Female,Pro,Left,Forehand,3,Coated,64.52845612145912,0.7864811738932787,High,27.608745610037417,72.62659531084282,230.57041153645025,20.572386221685218,245.37104684248783,0.9281938026643696,26.412063189516708,0.5407896435843814,0.24515712038611343,27.564135829277802,349.0770074928656,20.498774726677382,85.68666314112548,0.4582050391719459,75.97134518004054,1,High
P0023,39,Male,Beginner,Left,Serve,4,Non-Coated,71.10703257947608,0.8899896456494867,High,33.57102484768859,47.90537891194484,232.84014793966267,34.769943840484075,209.97208092296265,0.7606034897249773,16.453411975250603,0.5471444744690938,0.29525589676745956,44.022220867621684,380.3825581419764,10.883414601266086,105.78440401045444,0.49674256884551743,86.74844164214107,0,High
P0024,29,Female,Pro,Left,Serve,4,Non-Coated,87.0316990132767,0.7280683797513887,Moderate,20.846352131261334,61.553709257825474,293.42488352822284,33.15520875232282,272.0241462902981,0.8360885030176151,27.490875382360525,0.2995400232639146,0.38982829214700465,24.825075883296563,299.85566549306543,17.09204795320993,187.31163972255325,0.6840668025135475,98.10720321520225,1,Medium
P0025,34,Female,Intermediate,Left,Backhand,4,Coated,53.76421370727982,0.7382343276202841,Dry,32.197686931049475,88.21663004445662,283.37318398763955,17.51254018178924,335.31480206104834,0.6775916288892315,15.004051835350918,0.6785923197002108,0.40727274808653724,20.778293065563354,282.1891015533431,11.246083983399933,176.26222198636634,0.35960159102201716,82.8590253457385,1,Medium
P0026,27,Male,Beginner,Right,Forehand,2,Coated,140.47084268740275,0.6360437617178378,Moderate,22.5589800414119,84.20946138998912,283.79806366580954,16.631604263548248,258.3764274971419,0.6946795080984338,28.349210108278164,0.5939070010488183,0.5738325035213443,39.82459010432505,263.4157598633861,10.642291128812415,171.2802173139342,0.5987103472777157,81.37374591183006,0,Medium
P0027,33,Female,Beginner,Left,Serve,1,Non-Coated,121.32933655792611,0.6849193617557522,Dry,25.87431346147639,60.541071142912635,228.79419697723466,14.538607289105695,317.3674630895961,0.7781501916088593,16.002347284766174,0.5432140213272514,0.23627169932270237,26.03111671934414,274.85594443017436,17.324620296406053,145.69636479358806,0.5434048933920601,82.92147009900137,0,Low
P0028,32,Female,Intermediate,Right,Serve,1,Coated,80.14605100039377,0.5594012069054064,Moderate,22.87935727152149,57.49231340120778,192.83774504847688,12.1958769453854,243.08695384025452,0.8233350168989947,28.829697728879303,0.5771737846728429,0.3431229800669604,38.252469684997436,272.4087479636094,16.869503246590448,122.39131942423668,0.2565828957717301,92.71453137997487,1,Low
P0029,32,Female,Pro,Right,Serve,3,Non-Coated,72.9632044835458,0.7912461760091913,Dry,30.539216143912085,46.2040340488428,299.7407319741169,20.421406136477014,328.43986580552087,0.9361613923812138,27.968268495760675,0.4059434924655144,0.40241968455645133,15.055648174418575,386.8745470151729,11.126024596265054,163.32609958504673,0.6948766442389515,61.70286950724189,0,Low
P0030,36,Male,Intermediate,Left,Backhand,4,Non-Coated,115.85367573436152,0.659067979889239,High,30.174892696298866,41.75945422700799,197.44117047065777,17.21025386198218,262.9254663311696,0.8010469896839935,23.093446783156452,0.42782124084296036,0.24530703238887833,32.14043606712292,277.0775395070986,14.318294943292834,159.60200652770175,0.544789448757536,90.40449024188588,0,Medium
P0031,29,Female,Intermediate,Left,Serve,4,Non-Coated,86.66430141480151,0.7391284533833443,Dry,28.218464025485403,54.87313887210394,241.86987963943895,28.110615034500665,253.28261234763457,0.6335891842811461,26.669229425963746,0.6351074394018406,0.4751208093106698,25.17843368947419,264.09166382601927,13.799827930723511,157.1313825424511,0.2069699377876857,66.8902525961573,0,Medium
P0032,37,Female,Pro,Right,Backhand,5,Coated,65.227022909558,0.6392473387438322,Dry,30.47244555205483,87.01416735411192,211.75430263180704,14.3953956034238,304.62194068066935,0.7284217628692501,16.123152718272795,0.2127095082657401,0.4060112365269083,49.89220250642403,310.0378483000185,14.109566762418762,140.44094895867002,0.561174962003467,90.68970157599342,0,Low
P0033,20,Female,Intermediate,Right,Backhand,2,Coated,87.31658282711331,0.7673626701188806,High,29.59347170907011,87.93067256668337,241.289143397989,27.880970453541323,276.9135923383674,0.6854586554947193,17.027217779140084,0.6012105776590224,0.3838047670793683,33.65565678414552,275.44161405252663,13.998287417293527,111.12675043293066,0.26694608166751244,92.00228627733279,1,Medium
P0034,22,Female,Pro,Right,Forehand,2,Coated,135.84266815448294,0.7066538725339155,High,31.64663083526402,80.62596702881382,216.59198329231776,15.779957821513309,250.59800671027733,0.6890404272013724,20.539310153290074,0.4237842727348502,0.4624322295328359,37.28661264701015,269.5852172986492,19.895874905729123,132.2517757780418,0.34665508629452635,85.04627598712042,0,High
P0035,36,Female,Pro,Right,Forehand,3,Non-Coated,47.54673001939598,0.718651228335203,Dry,23.59109976935823,57.541240675992974,287.62639687451514,24.003677185484097,208.7138344216215,0.7768856072924042,23.061878821273986,0.4319842422507768,0.31512587641760487,15.241404673887908,304.3613510559512,14.243301753624456,141.45412015776802,0.37418678725698773,77.564754235943,0,Low
P0036,24,Female,Intermediate,Left,Backhand,1,Coated,80.51940720101032,0.8799124989353642,Dry,26.433689224110807,47.18132164410556,296.2009914850631,25.23761260265774,224.99589857248998,0.7108332481100109,28.02321389660073,0.362849815524952,0.3357308406730377,49.67876871032471,387.90758048095313,13.965213411656714,105.92074235266944,0.3548830364016886,89.29974842465694,0,High
P0037,38,Female,Pro,Right,Forehand,4,Non-Coated,145.8573365318882,0.7971561130933511,High,22.27439794031343,69.77667378028397,229.20771391654597,26.138098488508987,315.848557568988,0.7012581090997084,23.140206712671613,0.5035360187045035,0.2650793993283269,12.056178646258417,254.5650846439938,10.355405866953012,107.60668770581333,0.5722245863544647,60.76225128579818,0,Low
P0038,26,Male,Intermediate,Right,Forehand,3,Coated,41.6315026700039,0.6416649074600259,Moderate,26.44390346330291,72.32525036030907,188.42275686930725,12.734152623006066,338.10975613430105,0.9388066363312559,24.9780777373583,0.5378366775672875,0.4094903873483865,12.833466840134754,281.1575249074755,19.484889892452358,175.02121529925842,0.5766325485006846,85.94950677990708,0,High
P0039,24,Male,Pro,Right,Serve,2,Non-Coated,137.97043492843403,0.7263726362094989,High,30.52537627130512,61.2286784622802,259.60033192145784,15.633206982485746,225.3257427162992,0.804385519150718,25.198266303404633,0.28037682076469705,0.3489635014996725,13.029410970728183,373.63405194572965,17.918543162962486,118.37280109467154,0.4642346311108703,69.29302051533188,0,Low
P0040,35,Female,Beginner,Right,Forehand,2,Non-Coated,81.23170684348753,0.7133354866681925,Dry,30.370867411765275,74.58233977793202,225.19506768581618,14.645123505941296,285.4161832262308,0.6916225902422731,28.16352191379075,0.48285843853401506,0.30413234557029356,44.82402579521422,286.7853440596018,14.097204737057403,196.8411507587947,0.48350945279446156,86.4176785886724,0,Low
P0041,21,Male,Pro,Left,Backhand,2,Coated,60.84700250330028,0.8282684124074273,Dry,30.64140354942414,77.33409428258676,298.31623871477126,23.556331097417967,205.12605409088803,0.696554298984538,26.651321158103812,0.4324559313469908,0.24989688310174074,39.14357234987391,316.1637621995246,15.422079788803181,132.36768713910143,0.35680443568078857,65.51065566414681,0,Medium
P0042,31,Male,Pro,Left,Forehand,4,Non-Coated,41.64777222188719,0.8416742899336709,Dry,24.631512929665348,79.153083178739,190.72497334619044,10.045152861326905,243.6265185874668,0.8838598396570723,29.655454477209105,0.5909543344394173,0.20929008170606422,48.922118035319336,264.78133339527693,19.52887800140149,153.0500448258161,0.21160176905670325,67.1824331291718,1,High
P0043,35,Female,Intermediate,Left,Serve,4,Coated,47.75750815386757,0.6492049879596039,High,29.93320960686386,65.11490556787535,194.29517288341953,21.992924148942954,267.3181938530677,0.9102665388277351,15.300189572822122,0.47264364624644084,0.2773409085765005,12.662413322303522,369.2761357841604,14.130618598088502,140.47295305461108,0.3758595093962701,78.07206160386795,0,Low
P0044,26,Male,Pro,Right,Backhand,4,Coated,58.90277006466114,0.8374030088671827,High,25.511994793834074,79.58203887798666,263.93077370238564,10.36161050236213,310.38168009482143,0.8376609218271791,18.11743014835134,0.4147866061537253,0.29897047873056815,37.667025743679645,360.4691541248057,15.68043483584189,139.17478698913752,0.20471090389655117,81.1978909722034,0,Low
P0045,38,Female,Beginner,Right,Forehand,5,Coated,42.7950162217536,0.6128254918518505,Moderate,34.167380691575744,41.27382131347284,271.03795228245116,17.10051172819407,206.61617802047277,0.7510063885801882,28.956686031477606,0.46446552919431944,0.39417452269945197,31.33077136138848,269.2095521264105,10.237438683642928,186.80072625008705,0.6323946352281254,76.65261141171058,1,Medium
P0046,19,Female,Beginner,Left,Backhand,1,Coated,76.94348548990051,0.8169696940881934,Dry,25.15049548820508,74.02021833694349,236.53156851486762,26.541064509680115,317.1845976504224,0.8676009037410599,26.883303310543212,0.44528375293931977,0.29639864938309446,35.56544756443598,392.1943837153399,21.019806667850446,91.16234273145625,0.520386658410618,84.44356026163338,0,High
P0047,37,Female,Pro,Left,Forehand,2,Coated,44.93824258118627,0.6370745903304763,Dry,29.045273510665822,51.78169785252399,213.27175229281633,19.139229485317756,230.39716464579786,0.9280836619787783,19.01044119052424,0.6675889268110488,0.527061397466994,30.516654939855236,338.59348880395885,14.454895058015229,121.48819066026685,0.6896357899585028,62.138410185094514,1,Medium
P0048,32,Female,Pro,Right,Serve,2,Non-Coated,116.14376680289251,0.6542759050946536,High,31.252185712882643,53.526014584382665,217.17720589565428,15.56922966332015,313.92976565673814,0.6581701985782077,29.613699826807014,0.35594387293762964,0.3896515560513971,37.01387821125961,369.72367191051273,13.557201315151435,114.3213577442963,0.291459443044494,67.73266224576369,1,Medium
P0049,24,Female,Beginner,Left,Forehand,5,Coated,130.0797824891206,0.8483637440661479,Dry,33.596111435395116,44.565085330336615,220.5567559705525,24.62814374927393,293.82062176789697,0.9015969769107822,28.048215408520743,0.21867447693831926,0.4495243057267013,46.28236375985058,364.5698930145415,17.309420186228518,119.12052835789498,0.5289130999014812,60.14662402300708,0,Medium
P0050,29,Male,Intermediate,Right,Backhand,2,Non-Coated,137.6210315928201,0.697026202769704,Moderate,26.568929051808663,49.61961317965896,207.03383887696475,27.98726603701701,250.93637553864534,0.8970879164200375,15.96985839643885,0.5309983770985356,0.28317533779160686,33.498955040760094,327.86094391693797,16.320373382349096,189.51061531750526,0.29396175106750594,82.6425190627682,0,Medium
P0051,25,Female,Beginner,Right,Backhand,2,Coated,100.40409990662687,0.8966980386997037,High,25.40727662312402,89.60041165010014,282.07710577768194,14.873793238860099,308.5627221186761,0.7282756868248337,27.169647674273165,0.501921560416418,0.3664512515897434,45.85663503414152,362.1237433155585,14.81109734306703,88.3867256085241,0.5194901141427546,87.62615886578186,1,Low
P0052,32,Male,Beginner,Right,Backhand,4,Non-Coated,144.1160495297852,0.6031800604676044,Dry,26.450422629748836,60.769506528173764,187.8092649065757,16.083797329588684,235.4483875720884,0.70212513828537,26.767314200260078,0.6549846547941576,0.44111094278580554,41.28649262871795,285.66964979548385,21.068230416897485,114.0064071000736,0.4458906711714732,79.34458839058986,1,High
P0053,20,Female,Pro,Right,Forehand,4,Non-Coated,40.62099956157435,0.7121721633138892,High,24.855445273246712,86.38826993443428,228.87333888939776,25.287935757679325,232.95919385238187,0.7978585511274706,18.31729577215817,0.25873830868179937,0.3244183551729547,44.596961362417616,253.1895893382456,14.355785829418604,168.5216512726529,0.5323404847075017,78.44906485326254,0,High
P0054,31,Female,Pro,Right,Forehand,1,Coated,54.7420154380535,0.8063576158181277,High,29.80886735100971,48.1449764096399,269.71237738091907,34.0610280248758,209.2617137261774,0.6953028226177294,25.038697666321568,0.46132281045251505,0.3344789635624108,36.37003469186027,301.31141123086707,21.980484414389018,108.65015403448979,0.5626601437025163,77.02918331582947,1,High
P0055,34,Female,Beginner,Right,Forehand,2,Non-Coated,72.24825788040067,0.5518784702924776,Moderate,33.99075146012876,50.20294210492598,180.4590569336072,13.774531490083943,258.9615760736151,0.6508820568549986,29.553388785469902,0.2753855250153938,0.5229700734167764,30.744231049046185,272.87540898409424,19.469532799921275,179.97360917587028,0.461415235873631,73.43872531924504,0,High
P0056,21,Male,Intermediate,Left,Serve,3,Coated,126.79268861496605,0.6031493473675561,High,21.8910650973405,67.89066769075356,285.3639020137114,25.66468616420266,214.65599466540235,0.9335776169542689,25.1380319467318,0.4278544848575174,0.534872548129393,12.782174960347476,397.1621040290137,20.839940906175592,119.59014883617246,0.44687635698223804,83.53146037650643,0,High
P0057,35,Female,Beginner,Left,Serve,2,Coated,137.39280541472428,0.5571248622938432,Dry,28.413830971552354,57.476627043954124,264.7551854855237,32.477925708846485,262.92513580394683,0.7719780265326991,27.206477842494753,0.5996848404912919,0.413176372968732,43.39609854592323,388.54377089921945,13.393082382671889,93.58315128789857,0.234853342046155,60.24548872278049,0,High
P0058,25,Female,Beginner,Left,Serve,2,Coated,107.99478964366855,0.8975072528839638,Moderate,33.464730880404964,72.1957604287398,188.80487482008817,20.473102656197753,201.4705364115591,0.7652896293160798,16.490797796413887,0.6286940181387738,0.558564302123641,19.68042959838323,271.6206611117008,10.842860355648167,142.30579805554405,0.38187163963688453,83.81888745652927,0,Low
P0059,21,Female,Intermediate,Right,Backhand,1,Non-Coated,82.15599788500523,0.8162186318475146,High,21.501718169840263,61.102328786021516,287.39959067933256,16.554794115373767,223.26250207366667,0.6441361006884271,25.911881840256946,0.6169301801677617,0.49467280119853574,11.466439728042142,301.59848982874166,15.030364383385514,141.36017765758234,0.35097836003422755,79.59502297548842,0,Low
P0060,19,Female,Beginner,Left,Backhand,3,Non-Coated,113.24301639446703,0.6807456842113101,Dry,27.407981161494213,80.5798618732731,238.47659911569815,26.005518760576617,339.8557911038299,0.7764535028317323,18.071320705617868,0.4737024167511428,0.22212063435572033,30.762847197441868,326.3975155983253,13.76061932276254,84.69575519990825,0.5127898858375237,85.02046452209865,0,Medium
P0061,23,Male,Beginner,Right,Backhand,2,Non-Coated,59.89893092268027,0.6046997271438715,High,32.97844393790669,61.577953558554185,258.2687200668374,8.848658774981228,319.3342724255618,0.8599915553880988,16.077812586803933,0.5169800617490545,0.42378937880725964,35.30062546013846,309.8093473161498,10.728030651491846,166.14936569828973,0.3379849762040992,94.17722486724406,0,Low
P0062,39,Female,Pro,Right,Backhand,3,Non-Coated,90.36614573896753,0.5816341349812078,High,33.506783175681235,68.6174591219132,285.844004942261,17.7243348644011,235.42453861033175,0.6868162062259301,23.28116136688547,0.47578226884803393,0.4791173189627473,36.47325605608975,355.00280297413036,10.857801913953056,97.00922237363253,0.31618298086319874,93.14896619495332,0,Medium
P0063,27,Male,Intermediate,Right,Backhand,4,Coated,95.8298508155619,0.7361675201928192,Moderate,27.715282417293746,56.05366000118644,285.73948136273583,14.965298724062066,307.7438010607023,0.7291110300134144,26.259166688960708,0.48061788943396294,0.41635393261140974,36.78863158141051,325.5277655983531,12.09122531529535,105.61186302177475,0.6243405556379259,92.28413716192594,0,Low
P0064,21,Female,Pro,Right,Forehand,4,Coated,51.53583431123361,0.8915619613697197,Moderate,20.37427826701576,75.2020493719327,229.0492942209002,14.064785975017555,300.2722686613155,0.6626203510043753,23.201172981675555,0.642575444261362,0.5327903401271119,36.148895740970886,334.78948146527324,14.533545216687418,147.49777114482077,0.6142250084000095,76.45955294879691,1,Low
P0065,39,Male,Pro,Left,Backhand,3,Non-Coated,43.725992624376694,0.7861138306302174,Moderate,21.584587676417325,72.7367104482857,208.5227382029921,12.853500115228009,226.5388421065708,0.7242764995789756,28.9739531096467,0.3046364474345276,0.3203348519472284,42.32768568243648,351.645938551413,21.22289957675649,186.89367981156448,0.3642727855842255,75.59807134913531,0,High
P0066,35,Male,Intermediate,Left,Forehand,2,Non-Coated,122.51160470851607,0.6777984288905554,Moderate,28.800751178618505,59.85005163870289,210.8905853215412,27.900709142820755,255.65877905161238,0.9014485425001951,25.434995183491036,0.4193829402020224,0.22619165325896448,40.77446435795614,253.55014631642163,17.893243221323175,82.47513456801772,0.2428585819847251,68.27482228070402,0,High
P0067,29,Female,Intermediate,Left,Serve,3,Coated,98.81769952076795,0.725297840633121,Dry,21.857879096995173,53.801605139529826,271.9129903660473,33.78769447380104,337.05586138424553,0.6829710247726154,16.763622359932434,0.5050314251119883,0.45344821151405107,42.51336110432115,251.86383625487971,14.780953114537901,178.72959133984443,0.4487944203450085,61.26721435749101,0,High
P0068,19,Female,Beginner,Right,Serve,3,Non-Coated,76.5462572065729,0.8996161787788082,High,22.24126665366906,70.70521874101495,291.53164332049687,18.388807423692455,310.8076824808476,0.6103395593059443,29.017772910131207,0.5826760742300003,0.4923202452183212,28.410485573518557,276.7185826332817,19.592791432023677,170.49749712717704,0.4256273428933828,80.20640622901013,0,High
P0069,27,Male,Pro,Left,Serve,4,Coated,88.09514948272651,0.7315681801095577,Moderate,31.581756466731708,87.15758246055039,188.66768079763798,9.325789286517107,314.0523794459739,0.7876781162243076,17.293319736821573,0.5809448617128157,0.5061015473164657,12.512749834162706,357.74575752226053,16.821915726230518,99.40305792151689,0.6349205440643861,98.98859425426556,0,Low
P0070,21,Female,Intermediate,Left,Serve,3,Non-Coated,145.34737545676256,0.8874705200217246,Dry,31.260380878632503,46.632151201330075,181.80236736888165,27.4106189691596,284.5829050601943,0.8028222891382253,26.3738316539609,0.25862417765747076,0.20442420937423647,35.58305058184017,286.06320963810464,15.009388929747182,124.76547272067899,0.4734681624771678,90.08688510418546,0,High
P0071,31,Female,Pro,Left,Serve,5,Non-Coated,82.34051491053457,0.5557266015862391,Moderate,32.64159139138208,79.95583091727802,278.75220737672885,22.531517030516916,299.8309698102659,0.7151187534733005,17.22815518954635,0.31095498269112043,0.46935129932997366,18.40858990738342,388.0265193634074,11.732414595587503,188.71662230749644,0.6713857184666967,81.89918608471861,0,Low
P0072,33,Female,Pro,Right,Backhand,5,Non-Coated,51.38271493191504,0.8023370948819604,High,21.586027047591585,67.14958864040453,226.392312390487,27.538404573836818,276.31077144024584,0.824549059867895,29.97870413699187,0.6557591069051583,0.208291113720873,44.38086226590429,261.7745869641277,21.12448294375398,97.56630716259559,0.44167288040035924,71.9218651240484,0,High
P0073,32,Male,Intermediate,Left,Backhand,4,Coated,90.9962397519678,0.7695065072245908,Moderate,22.972173216452266,66.27798475869295,213.17390939497932,25.493412433370473,311.13407050043503,0.6132657094985832,19.982812621898695,0.3787596443984873,0.5099144066431782,38.8666287907665,336.98631367185317,17.486654560688624,93.36329107650316,0.533645776274415,64.87428537004332,0,High
P0074,25,Female,Beginner,Right,Backhand,2,Coated,111.28532108258756,0.7898654504600626,High,32.49442144787976,88.08420737879896,202.60486171390102,32.44677148601387,309.9091468132544,0.7192008152390703,22.4389398309211,0.2013563209641563,0.48124205625263794,40.63479533294178,253.8320683948334,15.271098868259342,168.22556196410864,0.43985370611730334,70.55190853922838,0,High
