Age,Gender,Skill_Level,Hand_Dominance,Stroke_Type,Surface_Type,Coating_Roughness_nm,Friction_Coefficient,Sweat_Level,Temperature_C,Humidity_%,Grip_Force_Mean,Grip_Force_SD,Peak_Grip_Force,Pressure_Distribution_Index,Contact_Area_cm2,EMG_Flexor_RMS,EMG_Extensor_RMS,Muscle_Fatigue_Index,Impact_Force_N,Vibration_Peak,Vibration_Frequency_Hz,Shock_Transmission_Index,Grip_Stability_Score,Slip_Event,Injury_Risk_Level
29,Female,Beginner,Right,Forehand,Non-Coated,92.1641941880291,0.5590254301499544,Dry,22.683707955695205,40.2668280459523,203.4026057592836,13.0866905419211,258.558377735429,0.6363809391155324,15.991081692376827,0.3511819015674144,0.4100611195442637,42.0308204245524,267.140390844942,11.567373307757906,183.46648522920972,0.3016886998229861,97.4862731813794,0,Low
23,Female,Beginner,Left,Forehand,Coated,137.54309466954663,0.7074985255094792,Moderate,32.35814262646406,63.84128532174175,285.76352968285846,15.156568312213135,286.30200836076176,0.6339660043971922,24.475548525392007,0.2651915940435506,0.2215052965181298,17.680099864945753,318.8133575322475,15.94620024776112,124.74945870238896,0.5420468014067448,65.220456706708,0,Low
19,Female,Intermediate,Left,Serve,Coated,66.500081985379,0.7425426371285284,High,32.04071124140153,72.55939622752727,193.58824626207303,26.890830187233163,282.73932085493254,0.8978292649869587,29.827419194992157,0.5374196579452264,0.2643434577430726,38.07728858293673,350.4227199966007,10.420799062265282,141.696556977138,0.3186733732927672,78.026765263854,1,High
38,Male,Beginner,Left,Backhand,Non-Coated,126.71993148481444,0.6689246138081161,High,25.101983162651766,40.69418298456604,262.3285036930172,33.89704390769725,287.7750233679528,0.6172654512777075,16.314287572095147,0.2421019668537969,0.4353730647874855,44.81901014293236,363.9326274235887,18.02656600086926,174.6969031787209,0.4856501337868618,84.00174977370241,0,High
18,Male,Pro,Right,Forehand,Coated,114.32808743843351,0.812436211546252,High,30.02046375889778,71.06801680540788,244.02082068440944,13.582947761540876,210.4259641199741,0.6995049873275538,18.3019776592937,0.2305911284301865,0.3390914156230574,14.7122057150615,354.30803297199657,20.900480113444708,141.9169924243222,0.6197340427733451,99.74875931756286,0,High
29,Female,Pro,Left,Forehand,Coated,64.52845612145912,0.7864811738932787,High,27.608745610037417,72.62659531084282,230.57041153645025,20.572386221685218,245.37104684248783,0.9281938026643696,26.412063189516708,0.5407896435843814,0.2451571203861134,27.5641358292778,349.0770074928656,20.498774726677382,85.68666314112548,0.4582050391719459,75.97134518004054,1,High
39,Male,Beginner,Left,Serve,Non-Coated,71.10703257947608,0.8899896456494867,High,33.57102484768859,47.90537891194484,232.84014793966267,34.769943840484075,209.97208092296265,0.7606034897249773,16.453411975250603,0.5471444744690938,0.2952558967674595,44.02222086762168,380.3825581419764,10.883414601266086,105.78440401045444,0.4967425688455174,86.74844164214107,0,High
29,Female,Pro,Left,Serve,Non-Coated,87.0316990132767,0.7280683797513887,Moderate,20.84635213126133,61.553709257825474,293.42488352822284,33.15520875232282,272.0241462902981,0.8360885030176151,27.490875382360525,0.2995400232639146,0.3898282921470046,24.825075883296563,299.85566549306543,17.09204795320993,187.31163972255325,0.6840668025135475,98.10720321520223,1,Medium
34,Female,Intermediate,Left,Backhand,Coated,53.76421370727982,0.7382343276202841,Dry,32.197686931049475,88.21663004445662,283.37318398763955,17.51254018178924,335.31480206104834,0.6775916288892315,15.004051835350918,0.6785923197002108,0.4072727480865372,20.778293065563357,282.1891015533431,11.246083983399933,176.26222198636634,0.3596015910220171,82.8590253457385,1,Medium
27,Male,Beginner,Right,Forehand,Coated,140.47084268740275,0.6360437617178378,Moderate,22.5589800414119,84.20946138998912,283.79806366580954,16.631604263548248,258.3764274971419,0.6946795080984338,28.349210108278164,0.5939070010488183,0.5738325035213443,39.82459010432505,263.4157598633861,10.642291128812415,171.2802173139342,0.5987103472777157,81.37374591183006,0,Medium
33,Female,Beginner,Left,Serve,Non-Coated,121.32933655792613,0.6849193617557522,Dry,25.87431346147639,60.54107114291264,228.79419697723463,14.538607289105697,317.3674630895961,0.7781501916088593,16.002347284766174,0.5432140213272514,0.2362716993227023,26.03111671934414,274.8559444301744,17.324620296406053,145.69636479358806,0.5434048933920601,82.92147009900137,0,Low
32,Female,Intermediate,Right,Serve,Coated,80.14605100039377,0.5594012069054064,Moderate,22.87935727152149,57.49231340120778,192.83774504847688,12.1958769453854,243.08695384025447,0.8233350168989947,28.829697728879303,0.5771737846728429,0.3431229800669604,38.25246968499744,272.4087479636094,16.869503246590448,122.39131942423668,0.2565828957717301,92.71453137997489,1,Low
32,Female,Pro,Right,Serve,Non-Coated,72.9632044835458,0.7912461760091913,Dry,30.539216143912085,46.2040340488428,299.7407319741169,20.42140613647701,328.43986580552087,0.9361613923812138,27.968268495760675,0.4059434924655144,0.4024196845564513,15.055648174418575,386.8745470151729,11.126024596265054,163.32609958504673,0.6948766442389515,61.70286950724189,0,Low
36,Male,Intermediate,Left,Backhand,Non-Coated,115.85367573436152,0.659067979889239,High,30.174892696298866,41.75945422700799,197.44117047065777,17.21025386198218,262.9254663311696,0.8010469896839935,23.09344678315645,0.4278212408429603,0.2453070323888783,32.14043606712292,277.0775395070986,14.318294943292834,159.60200652770175,0.544789448757536,90.40449024188588,0,Medium
29,Female,Intermediate,Left,Serve,Non-Coated,86.66430141480151,0.7391284533833443,Dry,28.218464025485403,54.87313887210394,241.86987963943892,28.110615034500665,253.28261234763457,0.6335891842811461,26.669229425963746,0.6351074394018406,0.4751208093106698,25.17843368947419,264.09166382601927,13.799827930723511,157.1313825424511,0.2069699377876857,66.8902525961573,0,Medium
37,Female,Pro,Right,Backhand,Coated,65.227022909558,0.6392473387438322,Dry,30.47244555205483,87.01416735411192,211.75430263180704,14.3953956034238,304.6219406806693,0.7284217628692501,16.123152718272795,0.2127095082657401,0.4060112365269083,49.89220250642403,310.0378483000185,14.109566762418762,140.44094895867002,0.561174962003467,90.68970157599342,0,Low
20,Female,Intermediate,Right,Backhand,Coated,87.31658282711331,0.7673626701188806,High,29.59347170907011,87.93067256668337,241.289143397989,27.880970453541323,276.9135923383674,0.6854586554947193,17.027217779140084,0.6012105776590224,0.3838047670793683,33.65565678414552,275.44161405252663,13.998287417293527,111.12675043293066,0.2669460816675124,92.0022862773328,1,Medium
22,Female,Pro,Right,Forehand,Coated,135.84266815448294,0.7066538725339155,High,31.64663083526402,80.62596702881382,216.59198329231776,15.779957821513309,250.59800671027733,0.6890404272013724,20.539310153290074,0.4237842727348502,0.4624322295328359,37.28661264701015,269.5852172986492,19.895874905729123,132.2517757780418,0.3466550862945263,85.04627598712042,0,High
36,Female,Pro,Right,Forehand,Non-Coated,47.54673001939598,0.718651228335203,Dry,23.59109976935823,57.541240675992974,287.62639687451514,24.003677185484097,208.7138344216215,0.7768856072924042,23.061878821273982,0.4319842422507768,0.3151258764176048,15.241404673887908,304.3613510559512,14.243301753624456,141.45412015776802,0.3741867872569877,77.564754235943,0,Low
24,Female,Intermediate,Left,Backhand,Coated,80.51940720101032,0.8799124989353642,Dry,26.433689224110807,47.18132164410556,296.2009914850631,25.23761260265774,224.99589857249,0.7108332481100109,28.02321389660073,0.362849815524952,0.3357308406730377,49.67876871032471,387.90758048095313,13.965213411656714,105.92074235266944,0.3548830364016886,89.29974842465694,0,High
38,Female,Pro,Right,Forehand,Non-Coated,145.8573365318882,0.7971561130933511,High,22.27439794031343,69.77667378028397,229.207713916546,26.138098488508987,315.848557568988,0.7012581090997084,23.140206712671613,0.5035360187045035,0.2650793993283269,12.056178646258417,254.5650846439938,10.355405866953012,107.60668770581331,0.5722245863544647,60.76225128579818,0,Low
26,Male,Intermediate,Right,Forehand,Coated,41.6315026700039,0.6416649074600259,Moderate,26.44390346330291,72.32525036030907,188.42275686930725,12.734152623006066,338.10975613430105,0.938806636331256,24.9780777373583,0.5378366775672875,0.4094903873483865,12.833466840134754,281.1575249074755,19.48488989245236,175.02121529925842,0.5766325485006846,85.94950677990708,0,High
24,Male,Pro,Right,Serve,Non-Coated,137.97043492843403,0.7263726362094989,High,30.52537627130512,61.2286784622802,259.60033192145784,15.633206982485746,225.3257427162992,0.804385519150718,25.198266303404637,0.280376820764697,0.3489635014996725,13.029410970728184,373.63405194572965,17.918543162962486,118.37280109467154,0.4642346311108703,69.29302051533188,0,Low
35,Female,Beginner,Right,Forehand,Non-Coated,81.23170684348753,0.7133354866681925,Dry,30.370867411765275,74.58233977793202,225.19506768581616,14.645123505941296,285.4161832262308,0.6916225902422731,28.16352191379075,0.482858438534015,0.3041323455702935,44.82402579521422,286.7853440596018,14.097204737057403,196.8411507587947,0.4835094527944615,86.4176785886724,0,Low
21,Male,Pro,Left,Backhand,Coated,60.84700250330028,0.8282684124074273,Dry,30.64140354942414,77.33409428258676,298.31623871477126,23.556331097417967,205.12605409088803,0.696554298984538,26.65132115810381,0.4324559313469908,0.2498968831017407,39.14357234987391,316.1637621995246,15.42207978880318,132.36768713910143,0.3568044356807885,65.51065566414681,0,Medium
31,Male,Pro,Left,Forehand,Non-Coated,41.64777222188719,0.8416742899336709,Dry,24.631512929665348,79.153083178739,190.72497334619044,10.045152861326905,243.6265185874668,0.8838598396570723,29.655454477209105,0.5909543344394173,0.2092900817060642,48.922118035319336,264.78133339527693,19.52887800140149,153.0500448258161,0.2116017690567032,67.1824331291718,1,High
35,Female,Intermediate,Left,Serve,Coated,47.75750815386757,0.6492049879596039,High,29.93320960686386,65.11490556787535,194.29517288341955,21.992924148942954,267.3181938530677,0.9102665388277352,15.300189572822122,0.4726436462464408,0.2773409085765005,12.662413322303522,369.2761357841604,14.130618598088502,140.47295305461108,0.3758595093962701,78.07206160386795,0,Low
26,Male,Pro,Right,Backhand,Coated,58.90277006466114,0.8374030088671827,High,25.511994793834077,79.58203887798666,263.93077370238564,10.36161050236213,310.38168009482143,0.8376609218271791,18.11743014835134,0.4147866061537253,0.2989704787305681,37.667025743679645,360.4691541248057,15.68043483584189,139.17478698913752,0.2047109038965511,81.1978909722034,0,Low
38,Female,Beginner,Right,Forehand,Coated,42.7950162217536,0.6128254918518505,Moderate,34.167380691575744,41.27382131347284,271.0379522824512,17.10051172819407,206.6161780204728,0.7510063885801882,28.95668603147761,0.4644655291943194,0.3941745226994519,31.33077136138848,269.2095521264105,10.237438683642928,186.80072625008705,0.6323946352281254,76.65261141171058,1,Medium
19,Female,Beginner,Left,Backhand,Coated,76.94348548990051,0.8169696940881934,Dry,25.15049548820508,74.02021833694349,236.5315685148676,26.541064509680115,317.1845976504224,0.8676009037410599,26.88330331054321,0.4452837529393197,0.2963986493830944,35.56544756443598,392.1943837153399,21.01980666785045,91.16234273145623,0.520386658410618,84.44356026163338,0,High
37,Female,Pro,Left,Forehand,Coated,44.93824258118627,0.6370745903304763,Dry,29.045273510665822,51.78169785252399,213.27175229281636,19.13922948531776,230.39716464579783,0.9280836619787785,19.01044119052424,0.6675889268110488,0.527061397466994,30.51665493985524,338.59348880395885,14.454895058015229,121.48819066026684,0.6896357899585028,62.138410185094514,1,Medium
32,Female,Pro,Right,Serve,Non-Coated,116.14376680289251,0.6542759050946536,High,31.252185712882643,53.526014584382665,217.17720589565428,15.56922966332015,313.92976565673814,0.6581701985782077,29.61369982680701,0.3559438729376296,0.3896515560513971,37.01387821125961,369.72367191051273,13.557201315151437,114.3213577442963,0.291459443044494,67.73266224576369,1,Medium
24,Female,Beginner,Left,Forehand,Coated,130.0797824891206,0.8483637440661479,Dry,33.59611143539512,44.565085330336615,220.5567559705525,24.62814374927393,293.82062176789697,0.9015969769107822,28.048215408520743,0.2186744769383192,0.4495243057267013,46.28236375985058,364.5698930145415,17.309420186228518,119.12052835789498,0.5289130999014812,60.14662402300708,0,Medium
29,Male,Intermediate,Right,Backhand,Non-Coated,137.6210315928201,0.697026202769704,Moderate,26.568929051808663,49.61961317965896,207.03383887696475,27.98726603701701,250.9363755386453,0.8970879164200375,15.96985839643885,0.5309983770985356,0.2831753377916068,33.498955040760094,327.860943916938,16.320373382349096,189.51061531750528,0.2939617510675059,82.6425190627682,0,Medium
25,Female,Beginner,Right,Backhand,Coated,100.40409990662688,0.8966980386997037,High,25.40727662312402,89.60041165010014,282.07710577768194,14.8737932388601,308.5627221186761,0.7282756868248337,27.169647674273165,0.501921560416418,0.3664512515897434,45.85663503414152,362.1237433155585,14.81109734306703,88.3867256085241,0.5194901141427546,87.62615886578186,1,Low
32,Male,Beginner,Right,Backhand,Non-Coated,144.1160495297852,0.6031800604676044,Dry,26.45042262974884,60.76950652817376,187.8092649065757,16.083797329588684,235.4483875720884,0.70212513828537,26.76731420026008,0.6549846547941576,0.4411109427858055,41.28649262871795,285.66964979548385,21.068230416897485,114.0064071000736,0.4458906711714732,79.34458839058986,1,High
20,Female,Pro,Right,Forehand,Non-Coated,40.62099956157435,0.7121721633138892,High,24.855445273246712,86.38826993443428,228.87333888939776,25.287935757679325,232.95919385238187,0.7978585511274706,18.31729577215817,0.2587383086817993,0.3244183551729547,44.596961362417616,253.1895893382456,14.355785829418604,168.5216512726529,0.5323404847075017,78.44906485326254,0,High
31,Female,Pro,Right,Forehand,Coated,54.7420154380535,0.8063576158181277,High,29.80886735100971,48.1449764096399,269.71237738091907,34.0610280248758,209.2617137261774,0.6953028226177294,25.038697666321568,0.461322810452515,0.3344789635624108,36.37003469186027,301.31141123086707,21.980484414389014,108.6501540344898,0.5626601437025163,77.02918331582947,1,High
34,Female,Beginner,Right,Forehand,Non-Coated,72.24825788040067,0.5518784702924776,Moderate,33.99075146012876,50.20294210492598,180.4590569336072,13.774531490083945,258.9615760736151,0.6508820568549986,29.553388785469902,0.2753855250153938,0.5229700734167764,30.744231049046185,272.87540898409424,19.469532799921275,179.97360917587028,0.461415235873631,73.43872531924504,0,High
21,Male,Intermediate,Left,Serve,Coated,126.79268861496604,0.6031493473675561,High,21.8910650973405,67.89066769075356,285.3639020137114,25.66468616420266,214.65599466540235,0.9335776169542688,25.1380319467318,0.4278544848575174,0.534872548129393,12.782174960347476,397.1621040290137,20.839940906175592,119.59014883617246,0.446876356982238,83.53146037650643,0,High
35,Female,Beginner,Left,Serve,Coated,137.39280541472428,0.5571248622938432,Dry,28.413830971552358,57.476627043954124,264.7551854855237,32.477925708846485,262.92513580394683,0.7719780265326991,27.206477842494756,0.5996848404912919,0.413176372968732,43.39609854592323,388.54377089921945,13.393082382671889,93.58315128789856,0.234853342046155,60.24548872278049,0,High
25,Female,Beginner,Left,Serve,Coated,107.99478964366855,0.8975072528839638,Moderate,33.464730880404964,72.1957604287398,188.80487482008817,20.473102656197756,201.4705364115591,0.7652896293160798,16.490797796413887,0.6286940181387738,0.558564302123641,19.68042959838323,271.6206611117008,10.842860355648169,142.30579805554405,0.3818716396368845,83.81888745652927,0,Low
21,Female,Intermediate,Right,Backhand,Non-Coated,82.15599788500523,0.8162186318475146,High,21.501718169840263,61.10232878602152,287.39959067933256,16.554794115373767,223.26250207366667,0.6441361006884271,25.911881840256942,0.6169301801677617,0.4946728011985357,11.466439728042142,301.59848982874166,15.030364383385514,141.36017765758234,0.3509783600342275,79.59502297548842,0,Low
19,Female,Beginner,Left,Backhand,Non-Coated,113.24301639446703,0.6807456842113101,Dry,27.407981161494213,80.5798618732731,238.47659911569812,26.005518760576617,339.8557911038299,0.7764535028317323,18.071320705617868,0.4737024167511428,0.2221206343557203,30.762847197441868,326.3975155983253,13.76061932276254,84.69575519990825,0.5127898858375237,85.02046452209865,0,Medium
23,Male,Beginner,Right,Backhand,Non-Coated,59.89893092268027,0.6046997271438715,High,32.97844393790669,61.577953558554185,258.2687200668374,8.848658774981228,319.3342724255618,0.8599915553880988,16.077812586803933,0.5169800617490545,0.4237893788072596,35.30062546013846,309.8093473161498,10.728030651491846,166.14936569828973,0.3379849762040992,94.17722486724406,0,Low
39,Female,Pro,Right,Backhand,Non-Coated,90.36614573896752,0.5816341349812078,High,33.506783175681235,68.6174591219132,285.844004942261,17.7243348644011,235.42453861033172,0.6868162062259301,23.28116136688547,0.4757822688480339,0.4791173189627473,36.47325605608975,355.0028029741304,10.857801913953056,97.00922237363253,0.3161829808631987,93.14896619495332,0,Medium
27,Male,Intermediate,Right,Backhand,Coated,95.8298508155619,0.7361675201928192,Moderate,27.715282417293743,56.05366000118644,285.73948136273583,14.965298724062066,307.7438010607023,0.7291110300134144,26.259166688960708,0.4806178894339629,0.4163539326114097,36.78863158141051,325.5277655983531,12.09122531529535,105.61186302177477,0.6243405556379259,92.28413716192594,0,Low
21,Female,Pro,Right,Forehand,Coated,51.53583431123361,0.8915619613697197,Moderate,20.37427826701576,75.2020493719327,229.0492942209002,14.064785975017555,300.2722686613155,0.6626203510043753,23.201172981675555,0.642575444261362,0.5327903401271119,36.148895740970886,334.78948146527324,14.533545216687418,147.49777114482075,0.6142250084000095,76.45955294879691,1,Low
39,Male,Pro,Left,Backhand,Non-Coated,43.72599262437669,0.7861138306302174,Moderate,21.584587676417325,72.7367104482857,208.5227382029921,12.853500115228009,226.5388421065708,0.7242764995789756,28.9739531096467,0.3046364474345276,0.3203348519472284,42.32768568243648,351.645938551413,21.22289957675649,186.89367981156448,0.3642727855842255,75.59807134913531,0,High
35,Male,Intermediate,Left,Forehand,Non-Coated,122.51160470851607,0.6777984288905554,Moderate,28.800751178618505,59.85005163870289,210.8905853215412,27.900709142820755,255.6587790516124,0.9014485425001952,25.43499518349104,0.4193829402020224,0.2261916532589644,40.77446435795614,253.55014631642163,17.893243221323175,82.47513456801772,0.2428585819847251,68.27482228070402,0,High
29,Female,Intermediate,Left,Serve,Coated,98.81769952076796,0.725297840633121,Dry,21.857879096995173,53.80160513952983,271.9129903660473,33.78769447380104,337.0558613842456,0.6829710247726154,16.763622359932434,0.5050314251119883,0.453448211514051,42.51336110432115,251.8638362548797,14.7809531145379,178.72959133984443,0.4487944203450085,61.26721435749101,0,High
19,Female,Beginner,Right,Serve,Non-Coated,76.5462572065729,0.8996161787788082,High,22.24126665366906,70.70521874101495,291.53164332049687,18.38880742369245,310.8076824808476,0.6103395593059443,29.017772910131207,0.5826760742300003,0.4923202452183212,28.41048557351856,276.7185826332817,19.59279143202368,170.49749712717704,0.4256273428933828,80.20640622901013,0,High
27,Male,Pro,Left,Serve,Coated,88.09514948272651,0.7315681801095577,Moderate,31.581756466731708,87.15758246055039,188.667680797638,9.325789286517107,314.0523794459739,0.7876781162243076,17.293319736821573,0.5809448617128157,0.5061015473164657,12.512749834162706,357.74575752226053,16.821915726230518,99.40305792151688,0.6349205440643861,98.98859425426556,0,Low
21,Female,Intermediate,Left,Serve,Non-Coated,145.34737545676256,0.8874705200217246,Dry,31.260380878632503,46.63215120133008,181.80236736888165,27.4106189691596,284.5829050601943,0.8028222891382253,26.3738316539609,0.2586241776574707,0.2044242093742364,35.58305058184017,286.06320963810464,15.009388929747182,124.765472720679,0.4734681624771678,90.08688510418546,0,High
31,Female,Pro,Left,Serve,Non-Coated,82.34051491053457,0.5557266015862391,Moderate,32.64159139138208,79.95583091727802,278.75220737672885,22.53151703051692,299.8309698102659,0.7151187534733005,17.22815518954635,0.3109549826911204,0.4693512993299736,18.40858990738342,388.0265193634074,11.732414595587503,188.71662230749644,0.6713857184666967,81.89918608471861,0,Low
33,Female,Pro,Right,Backhand,Non-Coated,51.38271493191504,0.8023370948819604,High,21.586027047591585,67.14958864040453,226.392312390487,27.538404573836814,276.31077144024584,0.824549059867895,29.97870413699187,0.6557591069051583,0.208291113720873,44.38086226590429,261.7745869641277,21.12448294375398,97.5663071625956,0.4416728804003592,71.9218651240484,0,High
32,Male,Intermediate,Left,Backhand,Coated,90.9962397519678,0.7695065072245908,Moderate,22.972173216452266,66.27798475869295,213.1739093949793,25.493412433370477,311.13407050043503,0.6132657094985832,19.98281262189869,0.3787596443984873,0.5099144066431782,38.8666287907665,336.9863136718532,17.486654560688624,93.36329107650316,0.533645776274415,64.87428537004332,0,High
25,Female,Beginner,Right,Backhand,Coated,111.28532108258756,0.7898654504600626,High,32.49442144787976,88.08420737879896,202.60486171390104,32.44677148601387,309.9091468132544,0.7192008152390703,22.4389398309211,0.2013563209641563,0.4812420562526379,40.63479533294178,253.8320683948334,15.271098868259342,168.22556196410864,0.4398537061173033,70.55190853922838,0,High
31,Female,Pro,Left,Serve,Non-Coated,41.33244277098807,0.7496984812401085,High,30.81631413046688,70.29373987842784,221.57767317938936,11.791885203626771,204.66247813583703,0.6506001546449304,22.00256260477129,0.2998985342066584,0.4269655614567761,21.456888418279878,395.8087847896925,15.259438800618229,136.50982728521555,0.3605573550520529,81.3698789457446,1,Low
25,Female,Intermediate,Right,Serve,Non-Coated,76.55746160166986,0.5654618716845796,Dry,32.089341917420604,81.5258913874259,296.57617071336097,12.56736982201302,294.76615889596457,0.6804321311574943,16.528458073135003,0.6847760488322295,0.4025297623901788,35.322164106880095,282.05047447757244,19.18042668502723,114.09456963848562,0.21372795180381,84.96237897374763,1,High
38,Male,Beginner,Left,Forehand,Non-Coated,83.28658621434948,0.6023473774221391,Moderate,34.84618512361883,65.72386244378482,297.24957294524364,17.2223690486247,294.4720495586271,0.7338870311535601,22.410224999918825,0.3548742831444118,0.4860431452201072,31.123357497933757,338.14558114854793,12.15343807600906,100.62381487507268,0.5966649474935675,74.63725019869375,0,Medium
